data_iniSE,SE,casos_est,casos_est_min,casos_est_max,casos,p_rt1,p_inc100k,Localidade_id,nivel,id,versao_modelo,municipio_nome,tweet,Rt,pop,tempmin,umidmax,receptivo,transmissao,nivel_inc,umidmed,umidmin,tempmed,tempmax,casprov,casprov_est,casprov_est_min,casprov_est_max,casconf,notif_accum_year
1712448000000,202415,3433.0,3433,3433.0,3433,0.0,51.81223,0,4,330455720241520193,2025-04-15,Rio de Janeiro,,0.64390486,6625849,21.9763285714286,95.6055857142857,1,0,2,83.2794714285714,66.6229285714286,24.6914714285714,27.9449142857143,3099,,,,,227562
1711843200000,202414,4413.0,4413,4413.0,4413,0.0,66.60278,0,4,330455720241420188,2025-04-10,Rio de Janeiro,,0.5937511,6625849,21.0899,97.4697428571429,1,0,2,82.9484714285714,63.8867,24.4085714285714,28.3025428571429,4033,,,,,227562
1711238400000,202413,4105.0,4105,4105.0,4105,0.0,61.954323,0,4,330455720241320179,2025-04-01,Rio de Janeiro,,0.41577402,6625849,22.2580285714286,95.2120428571429,1,0,2,88.3357,76.5698571428571,23.5867571428571,25.4453,3830,,,,,227562
1710633600000,202412,7593.0,7593,7593.0,7593,0.0,114.596634,0,4,330455720241220171,2025-03-24,Rio de Janeiro,,0.6266078,6625849,24.7415857142857,90.9787571428571,1,0,2,78.3295142857143,61.4830857142857,27.6923571428571,31.4456285714286,7048,,,,,227562
1710028800000,202411,10154.0,10154,,10154,0.0,153.24829,0,4,330455720241120165,2025-03-18,Rio de Janeiro,,0.7259868,6625849,23.1251857142857,94.556,1,0,2,79.3174857142857,61.7723571428571,26.5092285714286,30.3423142857143,9430,,,,,227562
1709424000000,202410,11999.0,11999,,11999,0.0,181.09378,0,4,330455720241020158,2025-03-11,Rio de Janeiro,,0.8250993,6625849,22.7226285714286,93.7982571428571,1,0,2,79.9846714285714,62.8002142857143,25.9607571428571,29.8014285714286,11136,,,,,227562
1708819200000,202409,14550.0,14550,,14550,1.0,219.5945,0,4,330455720240920153,2025-03-06,Rio de Janeiro,,1.1166737,6625849,24.4299142857143,92.0358428571429,1,1,2,80.6158285714286,65.5541428571429,26.9634285714286,30.299,13305,,,,,227562
1708214400000,202408,16339.0,16339,,16339,1.0,246.59482,0,4,330455720240820145,2025-02-26,Rio de Janeiro,,1.5729148,6625849,23.9167571428571,91.8427142857143,1,1,2,81.7803285714286,66.3558714285714,26.2614,29.9673857142857,15067,,,,,227562
1707609600000,202407,13539.0,13539,,13539,1.0,204.33607,0,4,330455720240720137,2025-02-18,Rio de Janeiro,,1.7460179,6625849,24.0546142857143,89.3992285714286,1,1,2,76.5744714285714,60.5301285714286,26.9117714285714,30.7361428571429,12358,,,,,227562
1707004800000,202406,10068.0,10068,,10068,1.0,151.95033,0,4,330455720240620130,2025-02-11,Rio de Janeiro,,1.8241075,6625849,23.4196285714286,94.0718428571429,1,1,2,78.882,61.0074714285714,26.6648571428571,30.6637571428571,8046,,,,,227562
1706400000000,202405,7982.0,7982,7982.0,7982,1.0,120.46758,0,4,330455720240520123,2025-02-04,Rio de Janeiro,,1.9978906,6625849,22.7977571428571,94.3458428571429,1,1,2,82.2012,64.3737571428571,25.6826285714286,29.7274571428571,5196,,,,,227562
1705795200000,202404,4891.0,4891,4891.0,4891,1.0,73.816956,0,4,330455720240420116,2025-01-28,Rio de Janeiro,,1.6085827,6625849,21.8847285714286,93.3217571428571,1,1,2,85.9115142857143,76.7569857142857,23.7086571428571,25.7708857142857,3156,,,,,227562
1705190400000,202403,3800.0,3800,3800.0,3800,1.0,57.35114,0,4,330455720240320109,2025-01-21,Rio de Janeiro,,1.6847337,6625849,25.7803571428571,91.2030285714286,1,1,2,76.0210142857143,57.8434428571429,28.9142142857143,32.9022285714286,2267,,,,,227562
1704585600000,202402,3010.0,3010,3010.0,3010,1.0,45.42814,0,4,330455720240220102,2025-01-14,Rio de Janeiro,,1.9128249,6625849,24.4706428571429,90.7496,1,1,2,73.7359571428571,55.2503714285714,27.9452,32.0431,1767,,,,,227562
1703980800000,202401,2421.0,2421,2421.0,2421,1.0,36.538715,0,4,330455720240120095,2025-01-07,Rio de Janeiro,,1.9114681,6625849,22.6193142857143,89.3218857142857,1,1,2,79.3918714285714,65.3508857142857,24.6023857142857,27.2626285714286,1501,,,,,227562
1703376000000,202352,1198.0,1198,1198.0,1198,0.26831552,18.080702,0,4,330455720235220087,2024-12-30,Rio de Janeiro,,0.9752268,6625849,23.6519142857143,86.8901857142857,1,0,2,71.2181428571429,53.9967142857143,27.0679857142857,30.9614,994,,,,,227562
1702771200000,202351,1098.0,1098,1098.0,1098,0.14507446,16.57146,0,4,330455720235120080,2024-12-23,Rio de Janeiro,,0.9563452,6625849,22.9563,91.3377,1,0,2,74.3208857142857,53.5911857142857,26.2965571428571,30.6987571428571,922,,,,,227562
1702166400000,202350,1411.0,1411,1411.0,1411,1.0,21.295383,0,4,330455720235020074,2024-12-17,Rio de Janeiro,,1.4137423,6625849,21.6109714285714,90.9290428571429,1,1,2,76.1185428571429,57.9140571428571,24.8948142857143,28.9311714285714,974,,,,,227562
1701561600000,202349,1149.0,1149,1149.0,1149,1.0,17.341173,0,4,330455720234920067,2024-12-10,Rio de Janeiro,,1.3718576,6625849,24.3112285714286,93.2488285714286,1,1,2,79.2977142857143,62.8614857142857,27.1073,30.8049428571429,726,,,,,227562
1700956800000,202348,983.0,983,983.0,983,1.0,14.8358345,0,4,330455720234820060,2024-12-03,Rio de Janeiro,,1.4102958,6625849,22.2267714285714,91.1691142857143,1,1,2,77.6062571428571,61.8870285714286,25.2683142857143,28.9385,570,,,,,227562
1700352000000,202347,900.0,900,900.0,900,1.0,13.583165,0,1,330455720234720056,2024-11-29,Rio de Janeiro,,1.4744326,6625849,23.4174285714286,89.5124857142857,1,1,2,78.9135571428571,65.1963142857143,25.9097428571429,29.3165857142857,527,,,,,227562
1699747200000,202346,571.0,571,571.0,571,0.89876497,8.6177635,0,1,330455720234620046,2024-11-19,Rio de Janeiro,,1.0798972,6625849,25.3153285714286,91.1391,1,0,1,72.6433142857143,47.7055571428571,29.4324,35.3842285714286,331,,,,,227562
1699142400000,202345,704.0,704,704.0,704,1.0,10.625053,0,1,330455720234520039,2024-11-12,Rio de Janeiro,,1.5014987,6625849,20.5856142857143,84.6023428571429,0,1,1,70.8361714285714,52.1862857142857,24.0985857142857,28.8349857142857,385,,,,,227562
1698537600000,202344,481.0,481,481.0,481,0.9147414,7.259447,0,2,330455720234420032,2024-11-05,Rio de Janeiro,,1.0945619,6625849,23.3971714285714,91.1584285714286,1,0,1,80.7131,65.3963142857143,25.7932428571429,29.2617142857143,270,,,,,227562
1697932800000,202343,450.0,450,450.0,450,0.7625061,6.7915826,0,2,330455720234320026,2024-10-30,Rio de Janeiro,,1.0493596,6625849,21.4660428571429,90.9163714285714,1,0,1,82.7997571428571,70.7042857142857,23.6369,26.8225428571429,214,,,,,227562
1697328000000,202342,464.0,464,464.0,464,0.7494623,7.0028763,0,2,330455720234220019,2024-10-23,Rio de Janeiro,,1.0456583,6625849,21.2718571428571,89.6377285714286,1,0,1,82.4633428571429,71.7073428571429,23.0559285714286,25.5558142857143,212,,,,,227562
1696723200000,202341,380.0,380,380.0,380,0.0009992091,5.735114,0,2,330455720234120012,2024-10-16,Rio de Janeiro,,0.8085594,6625849,22.3590857142857,92.6474,1,0,1,84.874,73.3621857142857,24.1755285714286,26.9240571428571,172,,,,,227562
1696118400000,202340,472.0,472,472.0,472,0.18681471,7.1236153,0,1,330455720234020005,2024-10-09,Rio de Janeiro,,0.9445286,6625849,22.0612714285714,92.8211285714286,1,0,1,84.4095,71.7851,24.1390428571429,27.2779571428571,193,,,,,227562
1695513600000,202339,446.0,446,446.0,446,0.02964183,6.731213,0,1,330455720233919998,2024-10-02,Rio de Janeiro,,0.88475883,6625849,21.7035142857143,90.2691857142857,1,0,1,77.6728857142857,59.1178571428571,24.4339428571429,28.8561285714286,207,,,,,227562
1694908800000,202338,519.0,519,519.0,519,0.8926874,7.8329587,0,1,330455720233819990,2024-09-24,Rio de Janeiro,,1.0816946,6625849,20.7192285714286,90.7639714285714,0,0,1,74.5248,50.2639714285714,24.9454428571429,30.5400142857143,221,,,,,227562
1694304000000,202337,550.0,550,550.0,550,0.9911103,8.300823,0,1,330455720233719983,2024-09-17,Rio de Janeiro,,1.1598191,6625849,19.7167285714286,88.5132428571429,0,1,1,74.1210857142857,53.774,23.5620142857143,28.4722285714286,219,,,,,227562
1693699200000,202336,446.0,446,446.0,446,0.04666416,6.731213,0,1,330455720233619978,2024-09-12,Rio de Janeiro,,0.8964647,6625849,20.6991571428571,87.9818714285714,0,0,1,77.0852428571429,59.4700428571429,23.8151857142857,28.1098571428571,164,,,,,227562
1693094400000,202335,459.0,459,459.0,459,0.017856747,6.927414,0,1,330455720233519969,2024-09-03,Rio de Janeiro,,0.87458324,6625849,17.9162,91.7952285714286,0,0,1,84.1522857142857,72.5597571428571,20.2468571428571,23.1287142857143,180,,,,,227562
1692489600000,202334,505.0,505,505.0,505,0.08628571,7.621665,0,1,330455720233419962,2024-08-27,Rio de Janeiro,,0.9194124,6625849,19.9392142857143,90.6021714285714,0,0,1,76.5128714285714,54.5233857142857,23.3324714285714,28.5243,201,,,,,227562
1691884800000,202333,534.0,534,534.0,534,0.1244978,8.059344,0,1,330455720233319956,2024-08-21,Rio de Janeiro,,0.93303585,6625849,19.9024,89.5918428571429,0,0,1,79.1911285714286,63.9026142857143,22.4488428571429,25.8988428571429,227,,,,,227562
1691280000000,202332,536.0,536,536.0,536,0.030616185,8.089529,0,1,330455720233219949,2024-08-14,Rio de Janeiro,,0.89479154,6625849,19.5280285714286,90.5779571428571,0,0,1,76.5445,55.7634428571429,22.8695142857143,27.7186,250,,,,,227562
1690675200000,202331,603.0,603,603.0,603,0.050081395,9.10072,0,1,330455720233119941,2024-08-06,Rio de Janeiro,,0.91165924,6625849,17.1542714285714,92.1810142857143,0,0,2,80.7280857142857,60.2499285714286,20.4131428571429,25.0305571428571,281,,,,,227562
1690070400000,202330,557.0,557,557.0,557,2.05e-08,8.40647,0,4,330455720233019934,2024-07-30,Rio de Janeiro,,0.73746103,6625849,18.4884857142857,92.4585285714286,0,0,1,80.0830142857143,58.4011285714286,21.9487,26.6419571428571,248,,,,,227562
1689465600000,202329,647.0,647,647.0,647,6.2e-09,9.764787,0,4,330455720232919929,2024-07-25,Rio de Janeiro,,0.74518234,6625849,17.9093285714286,88.8996571428572,0,0,2,80.5619857142857,67.3520714285714,20.3571857142857,23.5575,318,,,,,227562
1688860800000,202328,770.0,770,770.0,770,2e-09,11.621152,0,4,330455720232819919,2024-07-15,Rio de Janeiro,,0.75602317,6625849,19.4214285714286,89.1566142857143,0,0,2,75.4329428571429,56.6501428571429,22.1823714285714,26.3498714285714,394,,,,,227562
1688256000000,202327,835.0,835,835.0,835,0.0,12.602159,0,4,330455720232719913,2024-07-09,Rio de Janeiro,0,0.7086593,6625849,17.45,82.800435,0,0,2,81.43199885,79.5288695,17.8642858,18.45,415,,,,,227562
1687651200000,202326,996.0,996,996.0,996,4.8e-09,15.032036,0,4,330455720232619905,2024-07-01,Rio de Janeiro,0,0.78507173,6625849,19.7142857142857,84.4387274285714,0,0,2,81.390786,78.5984042857143,20.2142857142857,20.7142857142857,497,,,,,227562
1687046400000,202325,1236.0,1236,1236.0,1236,0.11686673,18.654213,0,4,330455720232519898,2024-06-24,Rio de Janeiro,0,0.95377296,6625849,18.7,78.0046084,0,0,2,77.2142524,76.07663825,19.025,19.35,702,,,,,227562
1686441600000,202324,1348.0,1348,1348.0,1348,0.39592624,20.344563,0,4,330455720232419884,2024-06-10,Rio de Janeiro,,0.9899132,6625849,19.9046,91.9111285714286,0,0,2,82.4304428571429,64.6585,22.4527142857143,26.1682857142857,782,,,,,227562
1685836800000,202323,1238.0,1238,1238.0,1238,1.962e-07,18.684399,0,4,330455720232319884,2024-06-10,Rio de Janeiro,,0.8234976,6625849,16.4635857142857,92.7973714285714,0,0,2,79.7841,54.3063714285714,20.4796285714286,26.3375285714286,737,,,,,227562
1685232000000,202322,1328.0,1328,1328.0,1328,2e-10,20.042715,0,4,330455720232219877,2024-06-03,Rio de Janeiro,0,0.7960871,6625849,20.2,88.834726,0,0,2,88.264806,87.6893094,20.2833332,20.5,795,,,,,227562
1684627200000,202321,1479.0,1479,1479.0,1479,9.75e-08,22.321669,0,4,330455720232119870,2024-05-27,Rio de Janeiro,0,0.83293986,6625849,18.72,89.666396,0,0,2,78.27734368,58.07564868,22.05000016,26.08,807,,,,,227562
1684022400000,202320,1731.0,1731,1731.0,1731,0.28015295,26.124954,0,4,330455720232019863,2024-05-20,Rio de Janeiro,0,0.9804962,6625849,18.1304347826087,87.2980060869565,0,0,2,76.8775522608696,61.8836966086957,20.4565217391304,22.7826086956522,993,,,,,227562
1683417600000,202319,1807.0,1807,1807.0,1807,0.995328,27.271976,0,4,330455720231919856,2024-05-13,Rio de Janeiro,0,1.0924182,6625849,21.8636363636364,88.8520834545455,1,1,2,84.5371289090909,79.3549600909091,22.4515152727273,23.2727272727273,1075,,,,,227562
1682812800000,202318,1919.0,1919,1919.0,1919,1.0,28.962326,0,4,330455720231819849,2024-05-06,Rio de Janeiro,0,1.2015945,6625849,22.7619047619048,88.057656952381,1,1,2,86.2529474285714,83.7905211428571,23.1031744761905,23.5714285714286,1058,,,,,227562
1682208000000,202317,1572.0,1572,1572.0,1572,0.34295422,23.725262,0,4,330455720231719842,2024-04-29,Rio de Janeiro,0,0.9857314,6625849,20.4285714285714,92.4114291428571,0,0,2,78.7258365714286,60.3022841428571,23.3928571428571,27.1428571428571,895,,,,,227562
1681603200000,202316,1502.0,1502,1502.0,1502,0.23936632,22.668793,0,4,330455720231619835,2024-04-22,Rio de Janeiro,0,0.97464806,6625849,21.2857142857143,93.2862714285714,1,0,2,77.3964678571429,57.5178611428571,24.5178571428571,28,816,,,,,227562
1680998400000,202315,1783.0,1783,1783.0,1783,1.0,26.90976,0,4,330455720231519828,2024-04-15,Rio de Janeiro,0,1.2132208,6625849,20.7142857142857,95.7458942857143,0,1,2,80.7760205714286,58.9473221428571,24.1904762857143,29,964,,,,,227562
1680393600000,202314,1420.0,1420,1420.0,1420,0.9419985,21.431215,0,4,330455720231419821,2024-04-08,Rio de Janeiro,0,1.0616965,6625849,22,94.08686,1,0,2,78.9160121428571,61.5469862857143,24.619048,27.8571428571429,787,,,,,227562
1679788800000,202313,1580.0,1580,1580.0,1580,1.0,23.846,0,4,330455720231319815,2024-04-02,Rio de Janeiro,0,1.3781551,6625849,23.5769230769231,89.6739012307692,1,1,2,80.4843574615385,69.4006986923077,25.5512818461538,28,823,,,,,227562
1679184000000,202312,1382.0,1382,1382.0,1382,1.0,20.857704,0,4,330455720231219809,2024-03-27,Rio de Janeiro,0,1.4342816,6625849,24,88.5891446153846,1,1,2,74.8795039230769,57.8367590769231,26.9166667692308,30.7692307692308,767,,,,,227562
1678579200000,202311,1125.0,1125,1125.0,1125,1.0,16.978956,0,4,330455720231119801,2024-03-19,Rio de Janeiro,0,1.4384131,6625849,24.8947368421053,82.1735726315789,1,1,2,81.4420851578947,80.7105981578947,24.9736842105263,25.0526315789474,543,,,,,227562
1677974400000,202310,945.0,945,945.0,945,1.0,14.262323,0,3,330455720231019795,2024-03-13,Rio de Janeiro,0,1.6172416,6625849,25.8571428571429,81.5570647142857,1,1,2,79.748143,78.1524784285714,26.1666665714286,26.4285714285714,455,,,,,227562
1677369600000,202309,870.0,870,870.0,870,1.0,13.130393,0,3,330455720230919787,2024-03-05,Rio de Janeiro,0,1.8623381,6625849,26.5652173913043,79.2728502608696,1,1,2,76.7611115652174,74.7959257391304,27.0942027826087,27.5652173913043,443,,,,,227562
1676764800000,202308,507.0,507,507.0,507,0.9888539,7.6518497,0,2,330455720230819780,2024-02-27,Rio de Janeiro,0,1.1605749,6625849,23.76,91.9395964,1,1,1,78.69903688,61.2907004,26.96333344,31.24,237,,,,,227562
1676160000000,202307,372.0,372,372.0,372,0.2526511,5.6143746,0,3,330455720230719774,2024-02-21,Rio de Janeiro,0,0.95291066,6625849,24.9333333333333,86.4308133333333,1,0,1,83.6260754666667,80.823998,25.3888888,25.8,176,,,,,227562
1675555200000,202306,525.0,525,525.0,525,1.0,7.923513,0,3,330455720230619768,2024-02-15,Rio de Janeiro,0,1.6493363,6625849,25.2857142857143,84.6093591428571,1,1,1,83.9598165714286,83.310275,25.2857142857143,25.2857142857143,295,,,,,227562
1674950400000,202305,383.0,383,383.0,383,0.99999934,5.6759114,0,3,330455720230519760,2024-02-07,Rio de Janeiro,0,1.4696335,6747815,25.5714285714286,83.8827211428571,1,1,1,79.6925188571429,72.2570682857143,26.5773808571429,28.5714285714286,203,,,,,227562
1674345600000,202304,312.0,312,312.0,312,0.9998428,4.6237187,0,3,330455720230419752,2024-01-30,Rio de Janeiro,0,1.3656247,6747815,25.1428571428571,82.1437925714286,1,1,1,82.1437925714286,82.1437925714286,25.1428571428571,25.1428571428571,144,,,,,227562
1673740800000,202303,246.0,246,246.0,246,0.9771994,3.6456246,0,3,330455720230319747,2024-01-25,Rio de Janeiro,0,1.2077812,6747815,26.7142857142857,77.1570837142857,1,1,1,77.1570837142857,77.1570837142857,26.7142857142857,26.7142857142857,125,,,,,227562
1673136000000,202302,218.0,218,218.0,218,0.995155,3.2306755,0,3,330455720230219747,2024-01-25,Rio de Janeiro,0,1.3026527,6747815,23.4285714285714,89.9808285714286,1,1,1,82.592395,69.3316824285714,25.0714285714286,28.2857142857143,92,,,,,227562
1672531200000,202301,230.0,230,230.0,230,0.99999976,3.4085107,0,3,330455720230119740,2024-01-18,Rio de Janeiro,0,1.7139512,6747815,22.4285714285714,92.5873994285714,1,1,1,78.1880928571429,63.0343021428571,24.9761905714286,28.4285714285714,106,,,,,227562
